,bootstrap_sample,policy,log_step,time_step,reward
11918,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82587,2384,1
11919,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82601,2385,1
11920,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82643,2386,1
11921,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82657,2387,1
11922,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82674,2388,1
11923,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82727,2389,1
11924,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82735,2390,1
11925,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82812,2391,1
11926,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82872,2392,0
11927,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82885,2393,1
11928,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82939,2394,1
11929,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,82996,2395,0
11930,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83061,2396,1
11931,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83071,2397,1
11932,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83121,2398,0
11933,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83125,2399,1
11934,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83137,2400,1
11935,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83149,2401,1
11936,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83169,2402,1
11937,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83200,2403,1
11938,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83283,2404,1
11939,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83296,2405,1
11940,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83308,2406,1
11941,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83332,2407,1
11942,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83343,2408,1
11943,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83427,2409,0
11944,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83428,2410,1
11945,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83429,2411,0
11946,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83489,2412,1
11947,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83500,2413,1
11948,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83536,2414,1
11949,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83575,2415,1
11950,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83585,2416,0
11951,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83651,2417,1
11952,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83668,2418,1
11953,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83695,2419,1
11954,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83719,2420,1
11955,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83727,2421,1
11956,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83901,2422,1
11957,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83913,2423,0
11958,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83947,2424,1
11959,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83956,2425,1
11960,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,83982,2426,1
11961,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84000,2427,1
11962,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84125,2428,1
11963,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84130,2429,1
11964,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84132,2430,1
11965,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84157,2431,1
11966,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84206,2432,1
11967,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84223,2433,1
11968,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84266,2434,1
11969,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84286,2435,1
11970,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84330,2436,0
11971,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84353,2437,1
11972,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84418,2438,0
11973,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84428,2439,1
11974,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84430,2440,1
11975,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84437,2441,1
11976,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84470,2442,1
11977,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84502,2443,1
11978,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84504,2444,1
11979,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84548,2445,1
11980,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84569,2446,1
11981,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84601,2447,1
11982,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84614,2448,1
11983,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84644,2449,0
11984,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84686,2450,1
11985,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84712,2451,1
11986,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84731,2452,1
11987,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84751,2453,1
11988,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84847,2454,1
11989,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84868,2455,1
11990,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84932,2456,1
11991,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84943,2457,1
11992,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,84965,2458,1
11993,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85023,2459,1
11994,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85035,2460,0
11995,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85090,2461,1
11996,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85110,2462,1
11997,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85113,2463,1
11998,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85161,2464,1
11999,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85194,2465,1
12000,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85331,2466,1
12001,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85338,2467,1
12002,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85365,2468,1
12003,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85417,2469,1
12004,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85475,2470,1
12005,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85500,2471,1
12006,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85559,2472,1
12007,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85569,2473,1
12008,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85573,2474,1
12009,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85623,2475,0
12010,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85657,2476,1
12011,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85674,2477,0
12012,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85675,2478,1
12013,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85796,2479,1
12014,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85826,2480,0
12015,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85890,2481,1
12016,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85913,2482,1
12017,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,85994,2483,1
12018,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86011,2484,0
12019,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86039,2485,1
12020,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86076,2486,1
12021,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86097,2487,1
12022,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86107,2488,1
12023,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86165,2489,1
12024,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86182,2490,1
12025,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86247,2491,1
12026,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86360,2492,1
12027,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86414,2493,0
12028,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86476,2494,1
12029,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86549,2495,1
12030,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86562,2496,1
12031,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86596,2497,1
12032,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86611,2498,1
12033,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86715,2499,1
12034,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86727,2500,1
12035,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86837,2501,1
12036,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86883,2502,1
12037,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86893,2503,1
12038,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86904,2504,1
12039,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86908,2505,0
12040,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,86951,2506,1
12041,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87086,2507,1
12042,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87096,2508,1
12043,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87234,2509,1
12044,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87248,2510,1
12045,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87261,2511,1
12046,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87296,2512,1
12047,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87298,2513,1
12048,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87315,2514,1
12049,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87334,2515,1
12050,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87357,2516,1
12051,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87359,2517,1
12052,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87392,2518,0
12053,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87475,2519,1
12054,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87559,2520,0
12055,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87585,2521,1
12056,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87588,2522,1
12057,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87616,2523,1
12058,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87650,2524,1
12059,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87653,2525,1
12060,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87668,2526,1
12061,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87672,2527,0
12062,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87870,2528,1
12063,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87892,2529,1
12064,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87935,2530,1
12065,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87958,2531,1
12066,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87967,2532,1
12067,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,87989,2533,1
12068,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88016,2534,1
12069,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88042,2535,1
12070,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88083,2536,1
12071,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88123,2537,1
12072,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88148,2538,1
12073,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88183,2539,1
12074,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88190,2540,1
12075,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88229,2541,1
12076,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88233,2542,1
12077,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88271,2543,1
12078,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88275,2544,1
12079,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88281,2545,0
12080,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88283,2546,1
12081,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88286,2547,0
12082,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88316,2548,1
12083,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88346,2549,0
12084,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88397,2550,1
12085,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88425,2551,1
12086,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88427,2552,1
12087,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88436,2553,1
12088,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88503,2554,1
12089,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88512,2555,0
12090,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88564,2556,1
12091,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88720,2557,1
12092,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88809,2558,1
12093,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88858,2559,1
12094,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88864,2560,1
12095,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88894,2561,1
12096,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88895,2562,1
12097,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88941,2563,0
12098,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88944,2564,1
12099,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88966,2565,1
12100,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88994,2566,1
12101,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,88996,2567,0
12102,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89024,2568,1
12103,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89054,2569,1
12104,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89107,2570,1
12105,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89148,2571,1
12106,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89179,2572,1
12107,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89192,2573,1
12108,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89231,2574,1
12109,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89281,2575,1
12110,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89345,2576,1
12111,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89388,2577,0
12112,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89400,2578,0
12113,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89446,2579,1
12114,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89681,2580,1
12115,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89732,2581,1
12116,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89828,2582,1
12117,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89834,2583,1
12118,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89851,2584,1
12119,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89870,2585,1
12120,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89928,2586,1
12121,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89932,2587,1
12122,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89946,2588,1
12123,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,89966,2589,1
12124,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90001,2590,1
12125,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90009,2591,1
12126,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90013,2592,1
12127,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90064,2593,1
12128,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90094,2594,0
12129,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90237,2595,1
12130,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90391,2596,0
12131,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90402,2597,1
12132,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90442,2598,1
12133,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90505,2599,1
12134,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90510,2600,1
12135,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90589,2601,1
12136,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90611,2602,1
12137,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90649,2603,1
12138,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90713,2604,1
12139,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90742,2605,1
12140,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90761,2606,1
12141,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90776,2607,0
12142,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90812,2608,1
12143,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90856,2609,1
12144,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90863,2610,0
12145,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90864,2611,1
12146,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90904,2612,1
12147,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,90984,2613,0
12148,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91034,2614,1
12149,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91067,2615,1
12150,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91082,2616,1
12151,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91101,2617,1
12152,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91113,2618,1
12153,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91118,2619,1
12154,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91227,2620,1
12155,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91263,2621,1
12156,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91268,2622,0
12157,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91277,2623,0
12158,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91289,2624,1
12159,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91319,2625,1
12160,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91345,2626,1
12161,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91384,2627,1
12162,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91405,2628,1
12163,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91537,2629,0
12164,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91656,2630,1
12165,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91708,2631,1
12166,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91806,2632,1
12167,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91902,2633,1
12168,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91912,2634,0
12169,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,91932,2635,1
12170,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92077,2636,1
12171,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92094,2637,1
12172,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92114,2638,0
12173,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92127,2639,1
12174,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92148,2640,1
12175,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92186,2641,1
12176,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92188,2642,1
12177,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92211,2643,1
12178,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92274,2644,1
12179,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92291,2645,1
12180,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92389,2646,1
12181,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92411,2647,1
12182,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92481,2648,1
12183,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92542,2649,0
12184,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92566,2650,1
12185,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92691,2651,1
12186,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92758,2652,1
12187,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92760,2653,1
12188,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92810,2654,1
12189,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92816,2655,1
12190,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92827,2656,1
12191,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92861,2657,1
12192,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92932,2658,1
12193,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92935,2659,1
12194,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92942,2660,1
12195,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,92957,2661,1
12196,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93012,2662,1
12197,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93130,2663,1
12198,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93134,2664,1
12199,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93140,2665,1
12200,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93151,2666,1
12201,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93172,2667,1
12202,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93191,2668,1
12203,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93200,2669,1
12204,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93247,2670,1
12205,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93274,2671,1
12206,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93407,2672,1
12207,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93435,2673,1
12208,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93456,2674,1
12209,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93472,2675,1
12210,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93474,2676,1
12211,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93483,2677,1
12212,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93485,2678,1
12213,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93487,2679,0
12214,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93581,2680,1
12215,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93638,2681,1
12216,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93649,2682,1
12217,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93694,2683,1
12218,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93718,2684,1
12219,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93804,2685,0
12220,2,<__main__.linucb_disjoint_policy object at 0x0000025D1D7DF220>,93820,2686,1
